,day,time,user,hub name,playlist name,playlist id,description,image url,length,type,Unnamed: 10
1935,2022-04-17,13:00:00,male user,Chill,Chill Vibes,,,,,playlist,
1936,2022-04-17,13:00:00,male user,Chill,Chillin’ On a Dirt Road,,,,,playlist,
1937,2022-04-17,13:00:00,male user,Chill,Chill Mode: On,,,,,playlist,
1938,2022-04-17,13:00:00,male user,More Like Jack Harlow,Best Hip-Hop Songs of 2020,,"Canada Hip-hop favourites from 2020 in Canada. Cover: Cardi B, Megan Thee Stallion",,,playlist,
1939,2022-04-17,13:00:00,male user,More Like Jack Harlow,Best Rap Songs of 2017,,,,,playlist,
1940,2022-04-17,13:00:00,male user,More Like Jack Harlow,Jack Harlow Radio,,,,,playlist,
1941,2022-04-17,13:00:00,male user,More Like Jack Harlow,Cordae,,,,,artist,
1942,2022-04-17,13:00:00,male user,More Like Jack Harlow,Smino,,,,,artist,
1943,2022-04-17,13:00:00,male user,More Like Jack Harlow,Quality Control,,,,,artist,
1944,2022-04-17,13:00:00,male user,More Like Jack Harlow,Father Figure 3,,,,,album,Rexx Life Raj
1945,2022-04-17,13:00:00,male user,More Like Jack Harlow,Limbo,,,,,album,Aminé
1946,2022-04-17,13:00:00,male user,Based on your recent listening,Mood Booster,,,,,playlist,
1947,2022-04-17,13:00:00,male user,Based on your recent listening,Daily Lift,,,,,playlist,
1948,2022-04-17,13:00:00,male user,Based on your recent listening,Hot Country,,,,,playlist,
1949,2022-04-17,13:00:00,male user,Based on your recent listening,big on the Internet,,,,,playlist,
1950,2022-04-17,13:00:00,male user,Based on your recent listening,Global X,,,,,playlist,
1951,2022-04-17,13:00:00,male user,Based on your recent listening,Best New Artist 2022,,,,,playlist,
1952,2022-04-17,13:00:00,male user,Dutch language Pop,80's Beste NL-talig,,,,,playlist,
1953,2022-04-17,13:00:00,male user,Dutch language Pop,60's Beste NL-talig,,,,,playlist,
1954,2022-04-17,13:00:00,male user,Dutch language Pop,70's Beste NL-talig,,,,,playlist,
1955,2022-04-17,13:00:00,male user,Dutch language Pop,00's Beste NL-talig,,,,,playlist,
1956,2022-04-17,13:00:00,male user,Dutch language Pop,90's Beste NL-talig,,,,,playlist,
1957,2022-04-17,13:00:00,male user,Dutch language Pop,10's Beste NL-talig,,,,,playlist,
1958,2022-04-17,13:00:00,male user,Dutch language Pop,This is Racoon,,,,,playlist,
1959,2022-04-17,13:00:00,male user,Dutch language Pop,This is Nick & Simon,,,,,playlist,
1960,2022-04-17,13:00:00,male user,Dutch language Pop,This is André Hazes,,,,,playlist,
1961,2022-04-17,13:00:00,male user,Dutch language Pop,This is Guus Meeuwis,,,,,playlist,
1962,2022-04-17,13:00:00,male user,Pop,New Music Friday,,,,,playlist,
1963,2022-04-17,13:00:00,male user,Pop,big on the internet,,,,,playlist,
1964,2022-04-17,13:00:00,male user,Pop,just hits,,,,,playlist,
1965,2022-04-17,13:00:00,male user,Pop,Gen-Z Nostalie,,,,,playlist,
1966,2022-04-17,13:00:00,male user,Pop,Fresh Hits,,,,,playlist,
1967,2022-04-17,13:00:00,male user,Pop,Je Moerstaal,,,,,playlist,
1968,2022-04-17,13:00:00,male user,Pop,Beste van NL,,,,,playlist,
1969,2022-04-17,13:00:00,male user,Popular new releases,(watch my moves),,,,,album,
1970,2022-04-17,13:00:00,male user,Popular new releases,Hefvermogen 2,,,,,album,Kurt Vile
1971,2022-04-17,13:00:00,male user,Popular new releases,Troostprijs,,,,,album,Hef
1972,2022-04-17,13:00:00,male user,Popular new releases,Paradise Again,,,,,album,MEROL
1973,2022-04-17,13:00:00,male user,Popular new releases,Noughty By Nature,,,,,album,Swedish House Mafia
1974,2022-04-17,13:00:00,male user,Popular new releases,(Un)Commentary,,,,,album,Alec Benjamin
1975,2022-04-17,13:00:00,male user,Popular new releases,Break The Silence,,,,,album,Mell & Vintage
1976,2022-04-17,13:00:00,male user,Popular new releases,The Ledgend of the Goldkimono,,,,,album,Goldkimono
1977,2022-04-17,13:00:00,male user,Popular new releases,2 degrees,,,,,album,FRIDAY
1978,2022-04-17,13:00:00,male user,Popular new releases,Cornflakes,,,,,single,Banji
1979,2022-04-17,13:00:00,male user,Happy,Vibes,,,,,playlist,
1980,2022-04-17,13:00:00,male user,Happy,Feeling Good Feeling Great,,,,,playlist,
1981,2022-04-17,13:00:00,male user,Happy,Happy Beats,,,,,playlist,
1982,2022-04-17,13:00:00,male user,Happy,Confidence Boost,,,,,playlist,
1983,2022-04-17,13:00:00,male user,Happy,Pre-Party Mood,,,,,playlist,
1984,2022-04-17,13:00:00,male user,Happy,Beautiful Day,,,,,playlist,
1985,2022-04-17,13:00:00,male user,Happy,Factor Happy,,,,,playlist,
1986,2022-04-17,16:00:00,male user,Throwback,All Out 2000s,,The biggest songs of the 2000s.,,,playlist,
1987,2022-04-17,16:00:00,male user,Throwback,Hit Rewind,,Listen to all the tracks you've been missing. Cover: The Weeknd,,,playlist,
1988,2022-04-17,16:00:00,male user,Throwback,Rock Classics,,Rock legends & epic songs that continue to inspire generations. Celebrating 45 years of the Clash's debut album.,,,playlist,
1989,2022-04-17,16:00:00,male user,Throwback,All Out 2010s,,"The Chainsmokers are celebrating 5 years of ""Memories...Do Not Open"".",,,playlist,
1990,2022-04-17,16:00:00,male user,Throwback,All Out 90s,,The biggest songs of the 1990s. Cover: En Vogue,,,playlist,
1991,2022-04-17,16:00:00,male user,Throwback,Throwback Party,,"Here it is, the playlist for the ultimate throwback bash!",,,playlist,
1992,2022-04-17,16:00:00,male user,Throwback,All Out 80s,,,,,playlist,
1993,2022-04-17,16:00:00,male user,Throwback,Summer Hits of the 10s,,,,,playlist,
1994,2022-04-17,16:00:00,male user,Throwback,Jazz Classics,,,,,playlist,
1995,2022-04-17,16:00:00,male user,Throwback,I Love My 2000s R&B,,,,,playlist,
1996,2022-04-17,16:00:00,male user,Rock,Rock Classics,,,,,playlist,
1997,2022-04-17,16:00:00,male user,Rock,Legendary,,,,,playlist,
1998,2022-04-17,16:00:00,male user,Rock,80s Rock Anthems,,,,,playlist,
1999,2022-04-17,16:00:00,male user,Rock,70s Rock Anthems,,,,,playlist,
2000,2022-04-17,16:00:00,male user,Rock,80s Soft Rock,,,,,playlist,
2001,2022-04-17,16:00:00,male user,Rock,90s Rock Anthems,,,,,playlist,
2002,2022-04-17,16:00:00,male user,Rock,00s Rock Anthems,,,,,playlist,
2003,2022-04-17,16:00:00,male user,Rock,Soft Rock,,,,,playlist,
2004,2022-04-17,16:00:00,male user,Rock,Full Volume,,,,,playlist,
2005,2022-04-17,16:00:00,male user,Rock,Kink 1500,,,,,playlist,
2006,2022-04-17,16:00:00,male user,Made For Male name,Daily Mix 1,,"5 Seconds of Summer, Lonely God, Ruel and more",,,playlist,
2007,2022-04-17,16:00:00,male user,Made For Male name,Daily Mix 2,,"Anson Seabra, Adele, Lauren Spencer-Smith and more",,,playlist,
2008,2022-04-17,16:00:00,male user,Made For Male name,Daily Mix 3,,"Led Zeppelin, Queen, Elton John and more",,,playlist,
2009,2022-04-17,16:00:00,male user,Made For Male name,Daily Mix 4,,"Christian D, Yss, Snelle and more",,,playlist,
2010,2022-04-17,16:00:00,male user,Made For Male name,Daily Mix 5,,"Post Malone, Russ, Jack Harlow and more",,,playlist,
2011,2022-04-17,16:00:00,male user,Made For Male name,Daily Mix 6,,"Rex Orange Country, Remi Wolf, Madds Bu… and more",,,playlist,
2012,2022-04-17,16:00:00,male user,Made For Male name,Daily Drive,,A mix of news and music made for you,,,playlist,
2013,2022-04-17,16:00:00,male user,Discover something new,Platinum Hits,,,,,playlist,
2014,2022-04-17,16:00:00,male user,Discover something new,Fresh Pop,,,,,playlist,
2015,2022-04-17,16:00:00,male user,Discover something new,Soft Pop Hits,,,,,playlist,
2016,2022-04-17,16:00:00,male user,Discover something new,Je Moerstaal,,,,,playlist,
2017,2022-04-17,16:00:00,male user,Discover something new,Bach: Motets,,,,,album,Bach
2018,2022-04-17,16:00:00,male user,Discover something new,SOUR,,,,,album,Olivia Rodrigo
2019,2022-04-17,16:00:00,male user,Discover something new,De Hazes 100,,,,,album,André Hazes
2020,2022-04-17,16:00:00,male user,Discover something new,Waar Dan Ook,,,,,single,Miss Montreal
2021,2022-04-17,16:00:00,male user,Blijf op de hoogte!,Easy on Sunday,,,,,playlist,
2022,2022-04-17,16:00:00,male user,Blijf op de hoogte!,Happy Tunes,,,,,playlist,
2023,2022-04-17,16:00:00,male user,Blijf op de hoogte!,Beste van NL,,,,,playlist,
2024,2022-04-17,16:00:00,male user,Blijf op de hoogte!,t Koffiehuis,,,,,playlist,
2025,2022-04-17,16:00:00,male user,Blijf op de hoogte!,Summer '22,,,,,playlist,
2026,2022-04-17,16:00:00,male user,Blijf op de hoogte!,Stay Tuned!,,,,,playlist,
2027,2022-04-17,16:00:00,male user,Blijf op de hoogte!,Made in NL,,,,,playlist,
2028,2022-04-17,16:00:00,male user,Blijf op de hoogte!,De Jeugd,,,,,playlist,
2029,2022-04-17,16:00:00,male user,Blijf op de hoogte!,360 Dance,,,,,playlist,
2030,2022-04-17,16:00:00,male user,Sing-along,Songs to Sing in the Shower,,Make your shower more uplifting by singing along to these hits.,,,playlist,
2031,2022-04-17,16:00:00,male user,Sing-along,Guilty Pleasures ,,Embrace your secret favorites.,,,playlist,
2032,2022-04-17,16:00:00,male user,Sing-along,Déjà Vu,,100 liedjes voor al die mooie herinneringen.,,,playlist,
2033,2022-04-17,16:00:00,male user,Sing-along,K-Club Party,,Let's party & clubbing with your favorite K-pop dance hits!! (Cover: \bNCT DREAM) [지금 가장 핫한 댄스곡들을 만나보세요.],,,playlist,
2034,2022-04-17,16:00:00,male user,Sing-along,The '80s All Lined Up,,,,,playlist,
2035,2022-04-17,16:00:00,male user,Sing-along,Latin Pop Classics,,,,,playlist,
2036,2022-04-17,16:00:00,male user,Hip Hop,I Love My '90s Hip-Hop,,,,,playlist,
2037,2022-04-17,16:00:00,male user,Hip Hop,Beste van Woordenschat,,,,,playlist,
2038,2022-04-17,16:00:00,male user,Hip Hop,It's lit,,,,,playlist,
2039,2022-04-17,16:00:00,male user,Hip Hop,RapCaviar ,,"Music from Jack Harlow, DaBaby, YoungBoy Never Broke Again and Gucci Mane.",https://i.scdn.co/image/ab67706f0000000248d3cc781387d1fcf6dfbaec,,playlist,
2040,2022-04-17,16:00:00,male user,Hip Hop,Rap UK,,,,,playlist,
2041,2022-04-17,16:00:00,male user,Hip Hop,La Vida Loca,,,,,playlist,
2042,2022-04-17,16:00:00,male user,Hip Hop,Fresh Flows,,,,,playlist,
2043,2022-04-17,16:00:00,male user,Hip Hop,Party Tunes,,,,,playlist,
2044,2022-04-17,16:00:00,male user,Hip Hop,Pull Up Hits,,,,,playlist,
2045,2022-04-17,16:00:00,male user,Hip Hop,Woordenschat,,,,,playlist,
2046,2022-04-17,16:00:00,male user,Your top mixes,Happy Mix,,,,,playlist,
2047,2022-04-17,16:00:00,male user,Your top mixes,Moody Mix,,,,,playlist,
2048,2022-04-17,16:00:00,male user,Your top mixes,70s Mix,,,,,playlist,
2049,2022-04-17,16:00:00,male user,Your top mixes,2010s Mix,,,,,playlist,
2050,2022-04-17,16:00:00,male user,Your top mixes,Camila Cabello Mix,,,,,playlist,
2051,2022-04-17,16:00:00,male user,Your top mixes,Dire Straits Mix,,,,,playlist,
2052,2022-04-17,16:00:00,male user,Your top mixes,Pop Mix,,,,,playlist,
2053,2022-04-17,16:00:00,male user,Your top mixes,Rock Mix,,,,,playlist,
2054,2022-04-17,16:00:00,male user,Your top mixes,Reggaeton Mix,,,,,playlist,
2055,2022-04-17,16:00:00,male user,Your top mixes,Afrobeats Mix,,,,,playlist,
2056,2022-04-17,16:00:00,male user,Fresh new music,Stay Tuned!,,Luister naar de fijnste nieuwe songs en hits van dit moment! Cover: Lizzo,,,playlist,
2057,2022-04-17,16:00:00,male user,Fresh new music,Fresh Pop,,,,,playlist,
2058,2022-04-17,16:00:00,male user,Fresh new music,Hot New Dance,,,,,playlist,
2059,2022-04-17,16:00:00,male user,Fresh new music,New Music Friday,,,,,playlist,
2060,2022-04-17,16:00:00,male user,Fresh new music,Most Necessary,,,,,playlist,
2061,2022-04-17,16:00:00,male user,Fresh new music,Mellow Bars,,,,,playlist,rap
2062,2022-04-17,16:00:00,male user,Fresh new music,Afro Hits,,Feel-good Afropop from Europe and Africa. Cover: Pheelz,,,playlist,
2063,2022-04-17,16:00:00,male user,Fresh new music,Fresh Flows,,,,,playlist,
2064,2022-04-17,16:00:00,male user,Fresh new music,Je Moerstaal,,,,,playlist,
2065,2022-04-17,16:00:00,male user,Fresh new music,Classical New Releases,,,,,playlist,
2066,2022-04-17,16:00:00,male user,Workout,Top Hits Workout,,Hits om je helemaal mee in het zweet te werken.,https://i.scdn.co/image/ab67706f00000002ce16b67928220d1e86978425,,playlist,
2067,2022-04-17,16:00:00,male user,Workout,Beast Mode,,,,,playlist,
2068,2022-04-17,16:00:00,male user,Workout,Motivation Mix,,Uplifting and energetic music that helps you stay motivated.,,,playlist,
2069,2022-04-17,16:00:00,male user,Workout,Fun Run,,Put a spring in your step with these mood boosting tracks.,,,playlist,
2070,2022-04-17,16:00:00,male user,Workout,Workout,,Pop hits to keep your workout fresh.,,,playlist,
2071,2022-04-17,16:00:00,male user,Workout,Power Workout,,For whatever activity you do that may need a punch of intensity!,,,playlist,
2072,2022-04-17,16:00:00,male user,Workout,Power Hour,,,,,playlist,
2073,2022-04-17,16:00:00,male user,Workout,Run this Town,,,,,playlist,
2074,2022-04-17,16:00:00,male user,Workout,Cardio,,,,,playlist,
2075,2022-04-17,16:00:00,male user,Workout,Fast Pop Run,,,,,playlist,
2076,2022-04-17,16:00:00,male user,Sad songs,Life Sucks,,"Does school, your love life or work suck? Or are you just having a bad day?",,,playlist,
2077,2022-04-17,16:00:00,male user,Sad songs,Broken Heart,,Nurse your emotional wounds with these heartbreak tracks.,,,playlist,
2078,2022-04-17,16:00:00,male user,Sad songs,A Walk Alone,,,,,playlist,
2079,2022-04-17,16:00:00,male user,Sad songs,Sad Beats,,,,,playlist,
2080,2022-04-17,16:00:00,male user,Sad songs,Dark & Stormy,,,,,playlist,
2081,2022-04-17,16:00:00,male user,Sad songs,The Midnight Hour,,,,,playlist,
2082,2022-04-17,16:00:00,male user,Sad songs,Sad Covers,,,,,playlist,
2083,2022-04-17,16:00:00,male user,Sad songs,Sad Classical,,,,,playlist,
2084,2022-04-17,16:00:00,male user,Sad songs,Tender,,,,,playlist,
2085,2022-04-17,16:00:00,male user,Sad songs,Rainy Day Jazz,,,,,playlist,
2086,2022-04-17,16:00:00,male user,Chill,Chill Hits,,,,,playlist,
2087,2022-04-17,16:00:00,male user,Chill,t Koffiehuis,,Koffie met gemoedelijke muziek op de achtergrond.,https://i.scdn.co/image/ab67706f000000027b57fc0419aa2933af2f9c6b,,playlist,
2088,2022-04-17,16:00:00,male user,Chill,lofi beats ,,"Purrrr with beats to chill, relax, study, code, focus, and sleep... 🐱",https://i.scdn.co/image/ab67706f00000002be1c2e19e2888aba7bd111ac,,playlist,
2089,2022-04-17,16:00:00,male user,Chill,Peaceful Piano ,,Relax and indulge with beautiful piano pieces,https://i.scdn.co/image/ab67706f00000002ca5a7517156021292e5663a6,,playlist,
2090,2022-04-17,16:00:00,male user,Chill,Vibes ,,Dit is een hele vibe met Antoon & Big2,https://i.scdn.co/image/ab67706f00000002365b0ccaddf78056f587b6c6,,playlist,
2091,2022-04-17,16:00:00,male user,Chill,Soft Pop Hits ,,Listen to easy songs from your favorite artists! Cover: John Legend,https://i.scdn.co/image/ab67706f00000002859d3a73eba089bfe8c3b0b8,,playlist,
2092,2022-04-17,16:00:00,male user,Chill,Chilled R&B,,,,,playlist,
2093,2022-04-17,16:00:00,male user,Chill,Chill Vibes,,,,,playlist,
2094,2022-04-17,16:00:00,male user,Chill,Chillin' On a Dirt Road,,,,,playlist,
2095,2022-04-17,16:00:00,male user,Chill,Chill Mode: On,,,,,playlist,
2096,2022-04-17,16:00:00,male user,More Like Jack Harlow,Best Hip-Hop Songs of 2020,,"Canada Hip-hop favourites from 2020 in Canada. Cover: Cardi B, Megan Thee Stallion",,,playlist,
2097,2022-04-17,16:00:00,male user,More Like Jack Harlow,Best Rap Songs of 2017,,,,,playlist,
2098,2022-04-17,16:00:00,male user,More Like Jack Harlow,Jack Harlow Radio,,,,,playlist,
2099,2022-04-17,16:00:00,male user,More Like Jack Harlow,Energy Booster Hip-Hop,,,,,playlist,
2100,2022-04-17,16:00:00,male user,More Like Jack Harlow,Cordae,,,,,artist,
2101,2022-04-17,16:00:00,male user,More Like Jack Harlow,Smino,,,,,artist,
2102,2022-04-17,16:00:00,male user,More Like Jack Harlow,Quality Control,,,,,artist,
2103,2022-04-17,16:00:00,male user,More Like Jack Harlow,Father Figure 3,,,,,album,Rexx Life Raj
2104,2022-04-17,16:00:00,male user,More Like Jack Harlow,Limbo,,,,,album,Aminé
2105,2022-04-17,16:00:00,male user,More Like Jack Harlow,Revenge Of the Dreamville,,,,,album,Dreamville; J Cole
2106,2022-04-17,16:00:00,male user,Based on your recent listening,Mood Booster,,,,,playlist,
2107,2022-04-17,16:00:00,male user,Based on your recent listening,Daily Lift,,,,,playlist,
2108,2022-04-17,16:00:00,male user,Based on your recent listening,Hot Country,,,,,playlist,
2109,2022-04-17,16:00:00,male user,Based on your recent listening,big on the Internet,,,,,playlist,
2110,2022-04-17,16:00:00,male user,Based on your recent listening,Global X,,,,,playlist,
2111,2022-04-17,16:00:00,male user,Based on your recent listening,Best New Artist 2022,,,,,playlist,
2112,2022-04-17,16:00:00,male user,Dutch language Pop,80's Beste NL-talig,,,,,playlist,
2113,2022-04-17,16:00:00,male user,Dutch language Pop,60's Beste NL-talig,,,,,playlist,
2114,2022-04-17,16:00:00,male user,Dutch language Pop,70's Beste NL-talig,,,,,playlist,
2115,2022-04-17,16:00:00,male user,Dutch language Pop,00's Beste NL-talig,,,,,playlist,
2116,2022-04-17,16:00:00,male user,Dutch language Pop,90's Beste NL-talig,,,,,playlist,
2117,2022-04-17,16:00:00,male user,Dutch language Pop,10's Beste NL-talig,,,,,playlist,
2118,2022-04-17,16:00:00,male user,Dutch language Pop,This is Racoon,,,,,playlist,
2119,2022-04-17,16:00:00,male user,Dutch language Pop,This is Nick & Simon,,,,,playlist,
2120,2022-04-17,16:00:00,male user,Dutch language Pop,This is André Hazes,,,,,playlist,
2121,2022-04-17,16:00:00,male user,Dutch language Pop,This is Guus Meeuwis,,,,,playlist,
2122,2022-04-17,16:00:00,male user,Pop,New Music Friday,,,,,playlist,
2123,2022-04-17,16:00:00,male user,Pop,just hits,,,,,playlist,
2124,2022-04-17,16:00:00,male user,Pop,Gen-Z Nostalie,,,,,playlist,
2125,2022-04-17,16:00:00,male user,Pop,African Heat,,,,,playlist,
2126,2022-04-17,16:00:00,male user,Pop,Fresh Hits,,,,,playlist,
2127,2022-04-17,16:00:00,male user,Pop,Je Moerstaal,,,,,playlist,
2128,2022-04-17,16:00:00,male user,Pop,Beste van NL,,,,,playlist,
2129,2022-04-17,16:00:00,male user,Popular new releases,(watch my moves),,,,,album,
2130,2022-04-17,16:00:00,male user,Popular new releases,Hefvermogen 2,,,,,album,Kurt Vile
2131,2022-04-17,16:00:00,male user,Popular new releases,Troostprijs,,,,,album,Hef
2132,2022-04-17,16:00:00,male user,Popular new releases,Paradise Again,,,,,album,MEROL
2133,2022-04-17,16:00:00,male user,Popular new releases,Noughty By Nature,,,,,album,Swedish House Mafia
2134,2022-04-17,16:00:00,male user,Popular new releases,(Un)Commentary,,,,,album,Alec Benjamin
2135,2022-04-17,16:00:00,male user,Popular new releases,Break The Silence,,,,,album,Mell & Vintage
2136,2022-04-17,16:00:00,male user,Popular new releases,The Ledgend of the Goldkimono,,,,,album,Goldkimono
2137,2022-04-17,16:00:00,male user,Popular new releases,2 degrees,,,,,album,FRIDAY
2138,2022-04-17,16:00:00,male user,Popular new releases,Cornflakes,,,,,single,Banji
2139,2022-04-17,16:00:00,male user,Happy,Vibes,,,,,playlist,
2140,2022-04-17,16:00:00,male user,Happy,Feeling Good Feeling Great,,,,,playlist,
2141,2022-04-17,16:00:00,male user,Happy,Happy Beats,,,,,playlist,
2142,2022-04-17,16:00:00,male user,Happy,Confidence Boost,,,,,playlist,
2143,2022-04-17,16:00:00,male user,Happy,Pre-Party Mood,,,,,playlist,
2144,2022-04-17,16:00:00,male user,Happy,Beautiful Day,,,,,playlist,
2145,2022-04-17,16:00:00,male user,Happy,Factor Happy,,,,,playlist,
2146,2022-04-17,19:00:00,male user,Throwback,All Out 2000s,,The biggest songs of the 2000s.,,,playlist,
2147,2022-04-17,19:00:00,male user,Throwback,Hit Rewind,,Listen to all the tracks you've been missing. Cover: The Weeknd,,,playlist,
2148,2022-04-17,19:00:00,male user,Throwback,Rock Classics,,Rock legends & epic songs that continue to inspire generations. Celebrating 45 years of the Clash's debut album.,,,playlist,
2149,2022-04-17,19:00:00,male user,Throwback,All Out 2010s,,"The Chainsmokers are celebrating 5 years of ""Memories...Do Not Open"".",,,playlist,
2150,2022-04-17,19:00:00,male user,Throwback,All Out 90s,,The biggest songs of the 1990s. Cover: En Vogue,,,playlist,
2151,2022-04-17,19:00:00,male user,Throwback,Throwback Party,,"Here it is, the playlist for the ultimate throwback bash!",,,playlist,
2152,2022-04-17,19:00:00,male user,Throwback,All Out 80s,,,,,playlist,
2153,2022-04-17,19:00:00,male user,Throwback,Summer Hits of the 10s,,,,,playlist,
2154,2022-04-17,19:00:00,male user,Throwback,Easy 00s,,,,,playlist,
2155,2022-04-17,19:00:00,male user,Throwback,Jazz Classics,,,,,playlist,
2156,2022-04-17,19:00:00,male user,Global Cultures on the Main Stage,Desi Hits,,,,,playlist,
2157,2022-04-17,19:00:00,male user,Global Cultures on the Main Stage,Classic Afropop,,,,,playlist,
2158,2022-04-17,19:00:00,male user,Global Cultures on the Main Stage,Afropop,,,,,playlist,
2159,2022-04-17,19:00:00,male user,Global Cultures on the Main Stage,African Heart,,,,,playlist,
2160,2022-04-17,19:00:00,male user,Global Cultures on the Main Stage,Afro Hits,,,,,playlist,
2161,2022-04-17,19:00:00,male user,Global Cultures on the Main Stage,Global X,,,,,playlist,
2162,2022-04-17,19:00:00,male user,Global Cultures on the Main Stage,Baila Reggaeton,,,,,playlist,
2163,2022-04-17,19:00:00,male user,Global Cultures on the Main Stage,Viva Latino,,,,,playlist,
2164,2022-04-17,19:00:00,male user,Global Cultures on the Main Stage,Funk Hits,,,,,playlist,
2165,2022-04-17,19:00:00,male user,Global Cultures on the Main Stage,AmaPiano Grovers,,,,,playlist,
2166,2022-04-17,19:00:00,male user,Rock,Rock Classics,,,,,playlist,
2167,2022-04-17,19:00:00,male user,Rock,Legendary,,,,,playlist,
2168,2022-04-17,19:00:00,male user,Rock,80s Rock Anthems,,,,,playlist,
2169,2022-04-17,19:00:00,male user,Rock,70s Rock Anthems,,,,,playlist,
2170,2022-04-17,19:00:00,male user,Rock,00s Rock Anthems,,,,,playlist,
2171,2022-04-17,19:00:00,male user,Rock,80s Soft Rock,,,,,playlist,
2172,2022-04-17,19:00:00,male user,Rock,90s Rock Anthems,,,,,playlist,
2173,2022-04-17,19:00:00,male user,Rock,Soft Rock,,,,,playlist,
2174,2022-04-17,19:00:00,male user,Rock,Full Volume,,,,,playlist,
2175,2022-04-17,19:00:00,male user,Rock,Kink 1500,,,,,playlist,
2176,2022-04-17,19:00:00,male user,Made For Male name,Daily Mix 1,,"5 Seconds of Summer, Lonely God, Ruel and more",,,playlist,
2177,2022-04-17,19:00:00,male user,Made For Male name,Daily Mix 2,,"Anson Seabra, Adele, Lauren Spencer-Smith and more",,,playlist,
2178,2022-04-17,19:00:00,male user,Made For Male name,Daily Mix 3,,"Led Zeppelin, Queen, Elton John and more",,,playlist,
2179,2022-04-17,19:00:00,male user,Made For Male name,Daily Mix 4,,"Christian D, Yss, Snelle and more",,,playlist,
2180,2022-04-17,19:00:00,male user,Made For Male name,Daily Mix 5,,"Post Malone, Russ, Jack Harlow and more",,,playlist,
2181,2022-04-17,19:00:00,male user,Made For Male name,Daily Mix 6,,"Rex Orange Country, Remi Wolf, Madds Bu… and more",,,playlist,
2182,2022-04-17,19:00:00,male user,Made For Male name,Daily Drive,,A mix of news and music made for you,,,playlist,
2183,2022-04-17,19:00:00,male user,Blijf op de hoogte!,Easy on Sunday,,,,,playlist,
2184,2022-04-17,19:00:00,male user,Blijf op de hoogte!,Happy Tunes,,,,,playlist,
2185,2022-04-17,19:00:00,male user,Blijf op de hoogte!,Beste van NL,,,,,playlist,
2186,2022-04-17,19:00:00,male user,Blijf op de hoogte!,t Koffiehuis,,,,,playlist,
2187,2022-04-17,19:00:00,male user,Blijf op de hoogte!,Summer '22,,,,,playlist,
2188,2022-04-17,19:00:00,male user,Blijf op de hoogte!,Stay Tuned!,,,,,playlist,
2189,2022-04-17,19:00:00,male user,Blijf op de hoogte!,Made in NL,,,,,playlist,
2190,2022-04-17,19:00:00,male user,Blijf op de hoogte!,De Jeugd,,,,,playlist,
2191,2022-04-17,19:00:00,male user,Blijf op de hoogte!,360 Dance,,,,,playlist,
2192,2022-04-17,19:00:00,male user,Discover something new,Platinum Hits,,,,,playlist,
2193,2022-04-17,19:00:00,male user,Discover something new,Fresh Pop,,,,,playlist,
2194,2022-04-17,19:00:00,male user,Discover something new,Soft Pop Hits,,,,,playlist,
2195,2022-04-17,19:00:00,male user,Discover something new,Je Moerstaal,,,,,playlist,
2196,2022-04-17,19:00:00,male user,Discover something new,Bach: Motets,,,,,album,
2197,2022-04-17,19:00:00,male user,Discover something new,SOUR,,,,,album,
2198,2022-04-17,19:00:00,male user,Discover something new,De Hazes 100,,,,,album,
2199,2022-04-17,19:00:00,male user,Discover something new,Waar Dan Ook,,,,,single,
2200,2022-04-17,19:00:00,male user,Sing-along,Songs to Sing in the Shower,,Make your shower more uplifting by singing along to these hits.,,,playlist,
2201,2022-04-17,19:00:00,male user,Sing-along,Guilty Pleasures ,,Embrace your secret favorites.,,,playlist,
2202,2022-04-17,19:00:00,male user,Sing-along,Déjà Vu,,100 liedjes voor al die mooie herinneringen.,,,playlist,
2203,2022-04-17,19:00:00,male user,Sing-along,K-Club Party,,Let's party & clubbing with your favorite K-pop dance hits!! (Cover: \bNCT DREAM) [지금 가장 핫한 댄스곡들을 만나보세요.],,,playlist,
2204,2022-04-17,19:00:00,male user,Sing-along,The '80s All Lined Up,,,,,playlist,
2205,2022-04-17,19:00:00,male user,Sing-along,Latin Pop Classics,,,,,playlist,
2206,2022-04-17,19:00:00,male user,Hip Hop,I Love My '90s Hip-Hop,,,,,playlist,
2207,2022-04-17,19:00:00,male user,Hip Hop,Beste van Woordenschat,,,,,playlist,
2208,2022-04-17,19:00:00,male user,Hip Hop,It's lit,,,,,playlist,
2209,2022-04-17,19:00:00,male user,Hip Hop,RapCaviar ,,"Music from Jack Harlow, DaBaby, YoungBoy Never Broke Again and Gucci Mane.",https://i.scdn.co/image/ab67706f0000000248d3cc781387d1fcf6dfbaec,,playlist,
2210,2022-04-17,19:00:00,male user,Hip Hop,Rap UK,,,,,playlist,
2211,2022-04-17,19:00:00,male user,Hip Hop,La Vida Loca,,,,,playlist,
2212,2022-04-17,19:00:00,male user,Hip Hop,Fresh Flows,,,,,playlist,
2213,2022-04-17,19:00:00,male user,Hip Hop,Party Tunes,,,,,playlist,
2214,2022-04-17,19:00:00,male user,Hip Hop,Pull Up Hits,,,,,playlist,
2215,2022-04-17,19:00:00,male user,Hip Hop,Woordenschat,,,,,playlist,
2216,2022-04-17,19:00:00,male user,Your top mixes,Happy Mix,,,,,playlist,
2217,2022-04-17,19:00:00,male user,Your top mixes,Moody Mix,,,,,playlist,
